1,生クリーム
2,カスタードクリーム
3,チョコレートクリーム
4,ピーナツクリーム
5,キャラメルクリーム
6,バタークリーム
7,ゴマクリーム
8,その他のクリーム
9,梅ジャム
10,ブルーベリージャム
11,オレンジジャム・マーマレード
12,イチゴジャム
13,リンゴジャム
14,ミルクジャム
15,その他のジャム
16,牛肉薄切り
17,牛タン
18,牛かたまり肉・ステーキ用・焼肉用
19,牛バラ肉
20,牛小間肉・切り落とし肉
21,その他の牛肉・ビーフ
22,豚バラ肉
23,豚ヒレ肉
24,豚ロース
25,豚肩ロース
26,豚ロース薄切り
27,豚ロース厚切り
28,豚もも肉
29,豚レバー
30,豚薄切り肉
31,豚しゃぶ肉
32,豚かたまり肉
33,豚こま切れ肉・切り落とし肉
34,豚肩ロースブロック・かたまり肉
35,豚ロースブロック・かたまり肉
36,豚バラブロック・かたまり肉
37,豚ヒレブロック・かたまり肉
38,豚ももブロック・かたまり肉
39,その他の豚肉
40,ささみ
41,手羽元
42,手羽先
43,鶏もも肉
44,鶏むね肉
45,砂肝
46,鶏レバー
47,手羽中
48,その他の鶏肉
49,豚ひき肉
50,鶏ひき肉
51,合い挽き肉
52,牛ひき肉
53,その他のひき肉
54,生ハム
55,鶏ハム
56,その他のハム
57,ラムチョップ・ラム肉
58,ホルモン・レバー
59,ランチョンミート・スパム
60,ジビエ
61,馬肉
62,鴨肉
63,猪肉
64,フォアグラ
65,七面鳥
66,鹿肉
67,サラダチキン
68,鮭全般
69,サーモン
70,スモークサーモン
71,鮭フレーク
72,銀鮭
73,塩鮭
74,生鮭
75,白鮭(秋鮭)
76,鮭ハラス
77,ニジマス
78,サクラマス
79,塩さば
80,真さば
81,ごまさば
82,しめさば
83,さば全般
84,カジキマグロ（めかじき）
85,さわら
86,しらす
87,かつお
88,ししゃも
89,うなぎ
90,にしん
91,カレイ（カラスカレイ）
92,赤魚
93,金目鯛
94,甘鯛
95,穴子
96,ヒラメ
97,メバル
98,ワカサギ
99,ほっけ
100,きす
101,あんこう
102,カサゴ
103,鱧
104,太刀魚
105,イサキ
106,スズキ
107,その他のさかな全般
108,いか全般
109,スルメイカ
110,ヒイカ
111,ホタルイカ
112,ヤリイカ
113,ケンサキイカ
114,アオリイカ
115,むきえび
116,桜えび
117,甘エビ
118,小エビ
119,干しエビ
120,その他のエビ
121,あさり
122,ホタテ
123,はまぐり
124,ムール貝
125,しじみ
126,サザエ
127,あわび
128,つぶ貝
129,ホッキ貝
130,その他の貝
131,明太子
132,たらこ
133,いくら・筋子
134,ちりめんじゃこ
135,なまこ
136,うに
137,白子
138,なす全般
139,白なす
140,丸なす
141,水なす
142,米なす
143,賀茂なす
144,トマト全般
145,プチトマト
146,ドライトマト
147,フルーツトマト
148,たけのこ
149,レタス
150,アスパラ
151,ふき
152,新玉ねぎ
153,菜の花
154,新じゃが
155,とうみょう（豆苗）
156,そら豆
157,うど
158,さやえんどう
159,えんどう豆
160,ぜんまい
161,たらの芽
162,わらび
163,クレソン
164,グリーンピース
165,よもぎ
166,スナップえんどう
167,せり
168,ふきのとう
169,ゴーヤ
170,ズッキーニ
171,とうがん（冬瓜）
172,ピーマン
173,オクラ
174,ししとう
175,モロヘイヤ
176,いんげん
177,パプリカ
178,空芯菜
179,枝豆
180,とうもろこし
181,うり（瓜）
182,ささげ
183,そうめんかぼちゃ
184,つるむらさき
185,れんこん
186,かぶ
187,山芋
188,長芋
189,ぎんなん(銀杏)
190,春菊
191,チンゲン菜
192,大和芋
193,バターナッツかぼちゃ
194,里芋
195,水菜
196,にら
197,セロリ
198,カリフラワー
199,長ネギ（ねぎ）
200,くわい
201,わさび菜
202,ユリ根
203,しいたけ
204,エリンギ
205,えのき
206,しめじ
207,まいたけ
208,松茸
209,なめこ
210,マッシュルーム
211,ひらたけ
212,その他のきのこ
213,みょうが
214,生姜（新生姜）
215,しそ・大葉
216,ガーリック・にんにく
217,とうがらし・葉唐辛子
218,万能ねぎ
219,パセリ
220,パクチー
221,ローズマリー
222,バジル
223,フェンネル
224,ヤーコン
225,にんにくの芽
226,芽キャベツ
227,高菜
228,らっきょう
229,ラディッシュ
230,むかご
231,かいわれ大根
232,スプラウト
233,エシャロット
234,その他の野菜
235,おかひじき
236,いちご
237,デコポン
238,梅
239,すだち
240,ピーナツ（落花生）
241,桃
242,プルーン
243,あんず
244,夏みかん
245,チェリー（さくらんぼ）
246,びわ
247,スイカ
248,メロン
249,イチジク
250,パイナップル
251,マンゴー
252,栗
253,梨
254,ぶどう
255,洋梨・ラフランス
256,ザクロ
257,きんかん
258,みかん
259,はっさく
260,いよかん
261,トマトソース
262,タルタルソース
263,バジルソース
264,ホワイトソース
265,ステーキソース
266,サルサソース
267,ハンバーグソース
268,デミグラスソース
269,バーニャカウダソース
270,マヨネーズ
271,ピザソース
272,チリソース
273,ジェノベーゼソース
274,照り焼きソース
275,オーロラソース
276,クリームソース
277,フルーツソース
278,お肉に合うソース
279,シーフードに合うソース
280,その他のソース
281,焼肉のたれ
282,冷やし中華のたれ
283,ごまだれ
284,焼き鳥のたれ
285,ラー油・食べるラー油
286,マリネ液
287,餃子のタレ
288,お肉に合うタレ
289,シーフードに合うタレ
290,野菜に合うタレ
291,ローストビーフのたれ
292,バンバンジーのたれ
293,その他のタレ
294,めんつゆ
295,そばつゆ・そうめんつゆ
296,天つゆ
297,その他のつゆ
298,ほんだし
299,白だし
300,その他のだし
301,フレンチドレッシング
302,和風ドレッシング
303,イタリアンドレッシング
304,中華ドレッシング
305,シーザードレッシング
306,ゴマドレッシング
307,マヨネーズ系ドレッシング
308,玉ねぎドレッシング
309,その他のドレッシング
310,塩麹
311,醤油麹
312,塩レモン
313,にんにく醤油
314,酒粕
315,肉味噌
316,味噌
317,酢味噌
318,酢
319,バルサミコ酢
320,黒酢
321,すし酢
322,梅酢
323,ポン酢
324,三杯酢
325,カレー粉
326,しょうゆ
327,田楽味噌
328,オイスターソース
329,スイートチリソース
330,コチュジャン
331,豆板醤
332,甜麺醤
333,XO醤
334,中華スープ・鶏ガラスープの素
335,ナンプラー
336,カプチーノ
337,エスプレッソ
338,アイスコーヒー
339,カフェオレ
340,カフェラテ
341,フラペチーノ
342,フレーバーコーヒー
343,アルコール入りコーヒー
344,ベトナムコーヒー
345,その他のコーヒー
346,緑茶
347,抹茶
348,ほうじ茶
349,玄米茶
350,紅茶
351,ミルクティー
352,アールグレイ
353,ダージリン
354,アッサム
355,烏龍茶（ウーロン茶）
356,中国茶
357,健康茶
358,ジャスミン茶
359,その他のお茶
360,牛乳・乳飲料
361,ココア
362,炭酸飲料
363,スポーツドリンク
364,健康飲料
365,チョコレートドリンク
366,ヨーグルトドリンク
367,レモネード
368,ココナッツミルク
369,その他のソフトドリンク
370,グリーンスムージー
371,野菜ジュース
372,梅ジュース
373,梅シロップ
374,ジンジャーシロップ
375,シェーク・ミックスジュース
376,フルーツジュース
377,酵素ジュース
378,ビール
379,焼酎
380,梅酒
381,甘酒
382,カクテル
383,モヒート
384,ジントニック
385,卵酒
386,健康酒
387,大豆
388,ひよこ豆
389,金時豆
390,レンズ豆
391,ミックスビーンズ
392,米粉
393,きなこ
394,そば粉
395,小麦粉
396,葛粉
397,片栗粉
398,上新粉
399,その他の粉物
400,ちくわ
401,はんぺん
402,さつま揚げ
403,がんもどき
404,かまぼこ
405,カニカマ
406,その他の練物
407,缶詰
408,カニ缶
409,さば缶
410,トマト缶
411,ツナ缶
412,鮭缶
413,缶詰アレンジ
414,インスタントラーメン
415,シリアル
416,オイルサーディン
417,グラノーラ
418,オートミール
419,クリームチーズ
420,モッツァレラチーズ
421,カマンベールチーズ
422,マスカルポーネ
423,カッテージチーズ
424,糸こんにゃく
425,玉こんにゃく
426,板こんにゃく
427,その他のこんにゃく
428,ひじき
429,わかめ
430,もずく
431,昆布
432,海苔
433,切り昆布
434,塩昆布
435,めかぶ
436,茎わかめ
437,その他の海藻
438,切り干し大根
439,春雨
440,きくらげ
441,麩
442,かんぴょう
443,干し椎茸
444,佃煮
445,かつお節（鰹節）
446,ちりめん山椒
447,その他の乾物
448,梅干し
449,きゅうりの漬物
450,浅漬け
451,塩漬け
452,ぬかづけ（糠漬け）
453,しば漬け（柴漬け）
454,福神漬け
455,たまり漬け
456,ピクルス
457,たくあん
458,その他の漬物
